SD_CD,SD_NM,SGG_CD,SGG_NM,EMD_CD,EMD_NM,HJD_CD,USER_DROUG,Shape_Leng,POPCNT,SUPLPPCNT,SUPLPER,STNYEAR,USE1M,USE2M,USE3M,USE4M,USE5M,USE6M,USE7M,USE8M,USE9M,USE10M,USE11M,USE12M,LPCD,WATER1DVNM,WATER1_sou,WATER1NM,WATER1CD,INTAKE1NM,INTAKE1CD,FILTER1NM,FILTER1CD,RESERV1NM,RESERV1CD,LOCAL_DVNA,WSPSYS1CD,Shape_Le_1,Shape_Area
42,강원도,42810,인제군,42810320,북면,4281032000,,112887.2893,8223,7848,1,2020,121033,99347,108935,115166,112776,124847,114134,136716,118320,126401,106434,110839,486,하천,하천,소양강,1013000,고사취수장,2015006811,덕산정수장,2015006819,원통배수지,2017900335,지방,4281rs03,112887.2893,347219527
42,강원도,42810,인제군,42810330,기린면,4281033000,,102044.8196,5051,3700,1,2020,40558,41523,40319,43984,41325,46901,44443,46652,45235,43008,42573,44995,385,하천,하천,방태천,1023070,현리취수장,2015006812,기린상남통합정수장,2019000003,현리배수지,2017900331,지방,4281rs06,102044.8196,274756747.3
42,강원도,42810,인제군,42810340,서화면,4281034000,,97930.16961,2576,2316,1,2020,100784,90406,95722,81497,83167,92640,107814,102146,101420,105744,97304,106880,1375,하천,하천,인북천,1013100,서화취수장,2017900004,천도정수장,2015007186,천도배수지,2017900342,지방,4281rs04,97930.16961,264042520.3
42,강원도,42810,인제군,42810350,상남면,4281035000,,80885.94027,1533,941,1,2020,27038,27682,26879,29323,27550,31267,29628,31101,30157,28672,28382,29996,1009,하천,하천,방태천,1023070,현리취수장,2015006812,기린상남통합정수장,2019000003,상남배수지,2017900339,지방,4281rs06,80885.94027,197030469.1
42,강원도,42820,고성군,42820250,간성읍,4282025000,,79139.73833,6981,5643,1,2020,91280,92650,84140,88040,94000,97040,111500,106340,108150,101980,104580,106960,575,하천,하천,북천,1620030,통합취수장,2017900001,고성군 통합정수장,2017900001,간성배수지,2017900288,지방,4282rs03,79139.73833,180568397.2
42,강원도,42820,고성군,42820253,거진읍,4282025300,,52138.53716,6251,6202,1,2020,54944,57627,50105,52115,54840,57174,58960,60733,68806,56960,60297,61015,306,하천,하천,북천,1620030,통합취수장,2017900001,고성군 통합정수장,2017900001,거진배수지,2017900289,지방,4282rs03,52138.53716,76600738.32
42,강원도,42820,고성군,42820310,현내면,4282031000,,63240.59519,2407,2235,1,2020,36714,36694,36494,33725,37077,41084,39594,40614,53669,44913,42757,43237,595,하천,하천,배봉천,4282001,현내취수장,2015006820,현내정수장,2015006822,현내배수지,2017900290,지방,4282rs01,63240.59519,90607953.94
42,강원도,42820,고성군,42820320,죽왕면,4282032000,,64699.9078,3777,3759,1,2020,60355,66396,61481,61461,64670,68207,70303,82903,105247,95615,73917,72711,642,하천,하천,북천,1620030,통합취수장,2017900001,고성군 통합정수장,2017900001,죽왕배수지,2017900291,지방,4282rs03,64699.9078,50866999.8
42,강원도,42820,고성군,42820330,토성면,4282033000,,68125.41549,7341,3735,1,2020,83085,91748,81327,72490,85295,87941,101338,109386,117643,107629,98614,98144,830,하천,하천,북천,1620030,통합취수장,2017900001,고성군 통합정수장,2017900001,토성배수지,2017900292,지방,4282rs03,68125.41549,121062816
42,강원도,42830,양양군,42830250,양양읍,4283025000,,38877.98982,11995,11798,1,2020,106094,112015,114804,106695,112356,120101,127868,128965,145053,129419,130683,134736,340,하천,하천,남대천,1210010,양양취수장,2015006824,양양정수장,2015006825,양양배수지,2015006826,지방,4283rs01,38877.98982,32623789.39
42,강원도,42830,양양군,42830310,서면,4283031000,,101763.7571,2973,2152,1,2020,12063,14310,11103,11251,12828,15426,18844,14350,18701,14898,16033,15743,223,하천,하천,남대천,1210010,양양취수장,2015006824,양양정수장,2015006825,양양배수지,2015006826,지방,4283rs01,101763.7571,267784271.2
42,강원도,42830,양양군,42830320,손양면,4283032000,,43123.48814,2390,2022,1,2020,52716,54032,51991,46267,47765,74501,52379,70602,87550,71644,63777,65902,999,하천,하천,남대천,1210010,양양취수장,2015006824,양양정수장,2015006825,양양배수지,2015006826,지방,4283rs01,43123.48814,47808674.17
42,강원도,42830,양양군,42830330,현북면,4283033000,,80743.75937,2557,1984,1,2020,30871,32530,33825,31718,36350,44771,40677,46011,60381,52870,45989,43672,688,하천,하천,남대천,1210010,양양취수장,2015006824,양양정수장,2015006825,양양배수지,2015006826,지방,4283rs01,80743.75937,165209256.2
42,강원도,42830,양양군,42830340,현남면,4283034000,,51166.79068,3107,2988,1,2020,27655,28897,30243,25807,32441,41744,44625,46230,68620,43478,46570,38768,434,하천,하천,남대천,1210010,양양취수장,2015006824,양양정수장,2015006825,양양배수지,2015006826,지방,4283rs01,51166.79068,65089792.96
42,강원도,42830,양양군,42830350,강현면,4283035000,,47113.23394,4704,4271,1,2020,72800,81462,69136,61883,77128,73955,69508,80490,108271,76725,79114,74916,592,하천,하천,남대천,1210010,양양취수장,2015006824,양양정수장,2015006825,양양배수지,2015006826,지방,4283rs01,47113.23394,52996007.14
43,충청북도,43130,충주시,43130250,주덕읍,4313025000,,42856.49216,4864,3962,1,2020,76844,73225,65845,71169,72720,74865,79670,82812,88685,75213,76151,82136,634,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,주덕배수지,1900000229,광역,9999rs11,42856.49216,48219412.51
43,충청북도,43130,충주시,43130310,살미면,4313031000,,62062.05954,2039,1541,1,2020,13324,15269,13012,13095,14438,16418,15564,17245,18964,16659,17690,14727,331,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,살미배수지,1900000228,광역,9999rs11,62062.05954,90328837.22
43,충청북도,43130,충주시,43130325,수안보면,4313032500,,56628.39844,2988,2765,1,2020,67353,72814,61735,60117,58456,63251,47703,54483,56322,65658,73811,83984,757,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,수회배수지,2017900514,광역,9999rs11,56628.39844,73098256.48
43,충청북도,43130,충주시,43130350,신니면,4313035000,,46767.41622,3010,2176,1,2020,19942,21236,20775,19855,20999,21037,21360,23143,25884,22040,23721,20442,327,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,덕고개배수지,2017900511,광역,9999rs11,46767.41622,59686975.73
43,충청북도,43130,충주시,43130360,노은면,4313036000,,46020.69134,2408,888,0,2020,11473,10040,10440,9640,9652,10480,10304,12793,13061,11778,12642,12218,414,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,덕고개배수지,2017900511,광역,9999rs11,46020.69134,61680870.68
43,충청북도,43113,청주시흥덕구,43113700,운천·신봉동,4311370000,,8654.503166,17301,17128,1,2020,137734,135319,138843,131535,139776,136416,146543,147957,148310,150269,143846,136748,270,댐(K-water),다목적댐,대청댐,3008110,대청취수장,1900000061,청주정수장,1900000060,개신배수지,2015006830,광역,9999rs15,8654.503166,2189853.624
43,충청북도,43113,청주시흥덕구,43113741,복대1동,4311374100,,9598.459823,52220,51698,1,2020,419921,432488,417180,411468,432027,434539,458886,449238,460302,469466,441866,440174,278,댐(K-water),다목적댐,대청댐,3008110,대청취수장,1900000061,청주정수장,1900000060,가경배수지,2015006831,광역,9999rs15,9598.459823,2667822.39
42,강원도,42110,춘천시,42110520,교동,4211052000,,3319.847195,3588,3588,1,2020,46023,42525,39526,36511,41037,41952,45132,49193,46111,44855,45755,45916,399,하천,하천,소양강,1003000,소양취수장,2015006490,소양정수장,2015006491,봉의배수지,2017900362,지방,4211rs01,3319.847195,538625.1416
42,강원도,42110,춘천시,42110530,조운동,4211053000,,3102.584337,2836,2836,1,2020,36662,37098,35534,32656,32051,34475,36430,38595,38059,37859,35687,35513,415,하천,하천,북한강,1002710,용산취수장,2015006489,용산정수장,2015006492,봉의배수지,2017900362,지방,4211rs03,3102.584337,323570.1958
42,강원도,42110,춘천시,42110545,약사명동,4211054500,,3729.431984,2242,2242,1,2020,29115,28275,25328,24790,25044,25855,27779,29704,29897,27248,28029,26482,399,하천,하천,북한강,1002710,용산취수장,2015006489,용산정수장,2015006492,용산배수지,2015006494,지방,4211rs03,3729.431984,524064.3249
41,경기도,41610,광주시,41610350,남종면,4161035000,,38512.783,1502,712,0,2020,5608,5828,5752,6534,7032,7092,7319,7265,7067,7328,6840,6060,306,댐(K-water),다목적댐,소양강댐,1012110,광주용인공동취수장,2011419780,광주1정수장,2011419783,도마배수지,2011419787,지방,4161rs03,38512.783,48381134.18
41,경기도,41610,광주시,41610370,남한산성면,4161037000,,40014.00044,2623,1611,1,2020,19239,17816,18040,22019,22308,26017,24226,24457,24757,21911,26784,21076,456,댐(K-water),다목적댐,소양강댐,1012110,광주용인공동취수장,2011419780,광주1정수장,2011419783,산성배수지,2011419786,지방,4161rs03,40014.00044,33614616.85
41,경기도,41610,광주시,41610510,경안동,4161051000,,9495.323077,26264,25450,1,2020,261240,258986,237552,251875,255779,275855,268052,279622,265315,260209,258641,242663,335,댐(K-water),다목적댐,소양강댐,1012110,광주용인공동취수장,2011419780,광주1정수장,2011419783,,990001,지방,4161rs03,9495.323077,3192779.727
41,경기도,41610,광주시,41610520,송정동,4161052000,,10452.44035,22605,21904,1,2020,178141,178647,171343,184685,179371,194285,188553,193402,192339,181866,185257,172486,274,댐(K-water),다목적댐,소양강댐,1012110,광주용인공동취수장,2011419780,광주1정수장,2011419783,,990001,지방,4161rs03,10452.44035,5077574.521
43,충청북도,43130,충주시,43130370,앙성면,4313037000,,55803.38244,3944,2669,1,2020,27497,25551,24900,21708,21413,22374,25402,23932,23588,25250,22620,28962,300,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,앙성배수지,1900000211,광역,9999rs11,55803.38244,100396635.5
43,충청북도,43130,충주시,43130390,금가면,4313039000,,29459.27104,3782,3631,1,2020,16461,18162,16560,17072,15678,17567,17753,22618,21387,17503,19844,19252,165,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,금가배수지,2017900510,광역,9999rs11,29459.27104,33632834.65
43,충청북도,43130,충주시,43130400,동량면,4313040000,,60318.0708,3706,1921,1,2020,29888,24130,25195,25222,23583,24804,25110,26371,25849,25389,24159,24183,432,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,동량배수지,1900000226,광역,9999rs11,60318.0708,109658402.8
43,충청북도,43130,충주시,43130410,산척면,4313041000,,57955.26033,2297,1010,0,2020,30155,26178,28243,25785,28174,28929,30241,30753,33599,31276,32294,29061,959,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,산척배수지,1900000225,광역,9999rs11,57955.26033,78416136.82
43,충청북도,43130,충주시,43130420,엄정면,4313042000,,43186.04383,3256,2193,1,2020,16759,15256,14727,13177,13287,15003,15883,20599,20356,20788,18511,18016,252,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,엄정배수지,2017900515,광역,9999rs11,43186.04383,56493574.41
43,충청북도,43130,충주시,43130430,소태면,4313043000,,37472.4859,2008,760,0,2020,5087,4691,4570,4422,6234,7284,5861,6814,7736,6613,7333,6934,265,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,소태배수지,2017900513,광역,9999rs11,37472.4859,63051258
43,충청북도,43130,충주시,43130335,대소원면,4313033500,,52884.58314,8734,7579,1,2020,90926,74024,50573,45241,55931,58922,60792,65857,66977,57388,57419,72710,273,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,만정배수지,2017900512,광역,9999rs11,52884.58314,62155891.1
43,충청북도,43130,충주시,43130385,중앙탑면,4313038500,,42511.04458,13226,12969,1,2020,86096,88611,85231,85492,90844,91233,98634,106007,109648,105072,104217,105034,244,댐(K-water),다목적댐,충주댐,1003110,충주취수장,1900000024,충주정수장,1900000025,금릉배수지,1900000227,광역,9999rs11,42511.04458,47642162.73
43,충청북도,43130,충주시,43130515,성내·충인동,4313051500,,3547.981993,2706,2706,1,2020,17323,17282,15431,14495,14271,16651,17293,18234,18015,18135,18891,17129,205,하천,하천,달천,1000870,단월1취수장,2015006835,단월1정수장,2015006837,단월1배수지,2015007153,지방,4313rs02,3547.981993,500766.7607
43,충청북도,43130,충주시,43130535,교현·안림동,4313053500,,28044.08658,23628,23628,1,2020,46230,44143,45344,443123,43009,45693,47781,49118,50719,49787,48736,46308,111,하천,하천,달천,1000870,단월1취수장,2015006835,단월1정수장,2015006837,단월1배수지,2015007153,지방,4313rs02,28044.08658,27660008.18
43,충청북도,43130,충주시,43130540,교현2동,4313054000,,4633.839145,7070,7070,1,2020,57377,54481,52740,51254,52897,55029,59679,61559,62310,62075,60824,58114,266,하천,하천,달천,1000870,단월2취수장,2015006834,단월2정수장,2015006836,단월2배수지,2015007154,지방,4313rs01,4633.839145,872602.4188
43,충청북도,43130,충주시,43130625,칠금·금릉동,4313062500,,13453.96734,14554,14054,1,2020,130068,131098,129270,123111,126145,133072,140855,141137,147393,144389,139261,135142,315,하천,하천,달천,1000870,단월2취수장,2015006834,단월2정수장,2015006836,단월2배수지,2015007154,지방,4313rs01,13453.96734,5794372.116
43,충청북도,43130,충주시,43130630,연수동,4313063000,,11354.61238,37667,37667,1,2020,285511,291721,290209,282670,289069,296245,310795,315624,322399,316207,304883,304771,262,하천,하천,달천,1000870,단월2취수장,2015006834,단월2정수장,2015006836,단월2배수지,2015007154,지방,4313rs01,11354.61238,5078120.642
42,강원도,42110,춘천시,42110570,근화동,4211057000,,17441.84783,8838,8838,1,2020,64155,63072,62252,59083,60668,61700,67215,70119,72745,71459,67631,67887,244,하천,하천,북한강,1002710,용산취수장,2015006489,용산정수장,2015006492,,990001,지방,4211rs03,17441.84783,9646391.182
42,강원도,42110,춘천시,42110580,소양동,4211058000,,6283.235946,9711,9711,1,2020,114850,102153,98963,99543,97317,105551,109800,109396,109173,111736,107269,104845,357,하천,하천,북한강,1002710,용산취수장,2015006489,용산정수장,2015006492,용산배수지,2015006494,지방,4211rs03,6283.235946,1241612.317
41,경기도,41610,광주시,41610540,쌍령동,4161054000,,8786.33099,18542,17967,1,2020,123483,123031,123638,130955,131306,141061,135659,139342,139979,132480,133913,129865,241,댐(K-water),다목적댐,소양강댐,1012110,광주용인공동취수장,2011419780,광주1정수장,2011419783,,990001,지방,4161rs03,8786.33099,3327585.8
41,경기도,41610,광주시,41610550,탄벌동,4161055000,,21678.77017,39582,38355,1,2020,287627,290921,282034,300041,306423,327702,317322,327727,330714,309437,312711,298352,263,댐(K-water),다목적댐,소양강댐,1012110,광주용인공동취수장,2011419780,광주1정수장,2011419783,,990001,지방,4161rs03,21678.77017,16733397.52
41,경기도,41610,광주시,41610560,광남1동,4161056000,,27865.27647,34588,33516,1,2020,219896,220377,214565,239630,237527,260104,245318,240768,239741,230450,231795,233246,229,댐(K-water),다목적댐,소양강댐,1012110,광주용인공동취수장,2011419780,광주2정수장,2011419782,,990001,지방,4161rs02,27865.27647,26079253.89
41,경기도,41610,광주시,41610570,광남2동,4161057000,,7251.057945,34385,33378,1,2020,288368,284501,287695,300400,298813,317125,312996,325249,309764,306665,300592,300384,297,댐(K-water),다목적댐,소양강댐,1012110,광주용인공동취수장,2011419780,광주2정수장,2011419782,,990001,지방,4161rs02,7251.057945,2296249.419
41,경기도,41630,양주시,41630250,백석읍,4163025000,,44369.72801,27028,26835,1,2020,192466,192473,182974,197978,195177,211369,203899,209652,203511,210330,203620,197450,244,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,백석배수지,2008000762,광역,9999rs06,44369.72801,41139235.05
41,경기도,41630,양주시,41630310,은현면,4163031000,,36164.56718,7315,6843,1,2020,129529,126431,109718,112624,115561,132147,124050,131313,121064,121470,123519,125253,588,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,용암배수지,2008000763,광역,9999rs06,36164.56718,34602657.67
41,경기도,41630,양주시,41630320,남면,4163032000,,34974.48962,8048,7808,1,2020,163442,162422,151603,160638,145054,165233,149455,162050,151846,147410,150990,164437,656,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,용암배수지,2008000763,광역,9999rs06,34974.48962,36465915.65
41,경기도,41630,양주시,41630330,광적면,4163033000,,52088.60917,13238,13157,1,2020,145250,140311,132787,137325,147850,163473,146727,155381,145404,148906,139808,142150,362,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,백석배수지,2008000762,광역,9999rs06,52088.60917,48453061.65
41,경기도,41630,양주시,41630340,장흥면,4163034000,,42305.48601,10599,10437,1,2020,143386,136724,133147,145012,143987,162723,154454,167618,155178,149017,141484,142565,465,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,장흥배수지,2013249597,광역,9999rs06,42305.48601,63928940.21
41,경기도,41630,양주시,41630510,양주1동,4163051000,,26718.75996,5449,5349,1,2020,43048,42111,40113,42370,41638,45900,44284,44366,41772,41357,41186,42106,261,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,산북배수지,2008000759,광역,9999rs06,26718.75996,23675337.94
41,경기도,41630,양주시,41630520,양주2동,4163052000,,23616.11447,50829,50531,1,2020,366562,371696,352031,374637,376467,410644,388770,403778,390895,391125,388106,365872,248,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,고덕배수지,2008000757,광역,9999rs06,23616.11447,19099355.13
41,경기도,41630,양주시,41630530,회천1동,4163053000,,18073.88852,10326,10069,1,2020,171336,136272,130571,131744,134426,157142,152580,201958,177435,187056,149846,142992,508,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,덕정배수지,2008000754,광역,9999rs06,18073.88852,10552630.86
41,경기도,41630,양주시,41630540,회천2동,4163054000,,19072.11261,27778,27657,1,2020,252747,249241,248992,256819,273486,279546,268949,270134,255014,257143,252256,241021,307,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,회정배수지,2008000758,광역,9999rs06,19072.11261,11179188.03
41,경기도,41630,양주시,41630550,회천3동,4163055000,,12450.65644,28094,27976,1,2020,187110,183115,189460,187369,198657,207592,203335,206305,196843,200410,194525,188895,229,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,덕정배수지,2008000754,광역,9999rs06,12450.65644,3570541.765
41,경기도,41630,양주시,41630560,회천4동,4163056000,,23158.62642,48666,48017,1,2020,279638,279181,298672,305321,329106,350715,363732,371835,365647,371539,358943,380922,231,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,덕정배수지,2008000754,광역,9999rs06,23158.62642,17828276.22
41,경기도,41650,포천시,41650250,소흘읍,4165025000,,35292.03269,45683,42387,1,2020,344752,344752,350041,352542,320471,349310,348264,375549,385025,388384,375397,364613,277,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,소흘(신)배수지,2017900249,광역,9999rs06,35292.03269,46110488.66
41,경기도,41650,포천시,41650310,군내면,4165031000,,30195.23191,9626,9200,1,2020,56801,56801,62171,58077,54134,59843,59356,65445,62490,64305,65979,62075,216,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,군내배수지,2017900248,광역,9999rs06,30195.23191,36188078.77
41,경기도,41650,포천시,41650320,내촌면,4165032000,,41913.16934,5532,4954,1,2020,45348,45348,48292,50944,36699,37566,39786,44226,48780,47445,44430,43889,294,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,내촌배수지,2017900254,광역,9999rs06,41913.16934,52702741.83
41,경기도,41650,포천시,41650330,가산면,4165033000,,32863.36125,10832,10230,1,2020,66868,66868,60080,59537,56200,62367,66811,69365,68502,70075,65649,67808,208,댐(K-water),다목적댐,소양강댐,1012110,덕소취수장,1900000038,덕소정수장,1900000036,군내배수지,2017900248,광역,9999rs06,32863.36125,35775855.45
43,충청북도,43130,충주시,43130550,용산동,4313055000,,8119.949468,15528,15528,1,2020,91253,92325,87853,85885,91267,93055,95956,100734,102547,100730,99270,96628,200,하천,하천,달천,1000870,단월1취수장,2015006835,단월1정수장,2015006837,단월1배수지,2015007153,지방,4313rs02,8119.949468,1568765.299
43,충청북도,43130,충주시,43130560,지현동,4313056000,,4430.087023,5259,5259,1,2020,37727,34856,36230,34368,36136,37809,38712,40183,41167,39556,39068,36434,235,하천,하천,달천,1000870,단월2취수장,2015006834,단월2정수장,2015006836,단월2배수지,2015007154,지방,4313rs01,4430.087023,553435.8036
43,충청북도,43130,충주시,43130640,목행·용탄동,4313064000,,18514.01597,6682,6652,1,2020,177981,158598,161147,158844,159673,147147,143420,144195,144974,151359,151991,156349,762,하천,하천,달천,1000870,단월2취수장,2015006834,단월2정수장,2015006836,단월2배수지,2015007154,지방,4313rs01,18514.01597,13475190.74
43,충청북도,43150,제천시,43150250,봉양읍,4315025000,,67436.68306,6865,4776,1,2020,38373,37558,38979,37270,39245,41159,45454,45299,46708,46489,40938,44196,287,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,봉양배수지,2017900474,지방,4315rs01,67436.68306,144512816.2
43,충청북도,43150,제천시,43150310,금성면,4315031000,,49682.87966,1962,1725,1,2020,10327,12125,11227,10357,12374,12436,13231,14402,14520,16225,16467,13667,249,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,금성조절지배수지,2017900469,지방,4315rs01,49682.87966,68670524.48
43,충청북도,43150,제천시,43150320,청풍면,4315032000,,65348.80101,1290,911,1,2020,22003,24069,19312,14266,15720,19162,20225,19963,20624,21774,15797,18630,694,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,청풍배수지,2017900479,지방,4315rs01,65348.80101,92251435.63
43,충청북도,43150,제천시,43150330,수산면,4315033000,,54282.16628,2052,2032,1,2020,13891,12582,13142,11531,13963,15932,15636,17051,17062,17656,15445,14465,240,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,수산배수지,2017900476,지방,4315rs01,54282.16628,88906128.66
43,충청북도,43150,제천시,43150340,덕산면,4315034000,,57367.15714,2212,1466,1,2020,10397,9102,9740,8784,10122,11406,12209,12458,12562,12867,11919,10513,246,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,덕산배수지,2017900470,지방,4315rs01,57367.15714,111621964.8
43,충청북도,43150,제천시,43150350,한수면,4315035000,,69916.96447,716,377,1,2020,4975,3740,2343,2256,2973,3116,3262,4797,5078,5493,3770,3475,328,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,한수배수지,2017900481,지방,4315rs01,69916.96447,74430630.95
43,충청북도,43150,제천시,43150360,백운면,4315036000,,67923.55596,3284,788,0,2020,25260,27924,31381,17795,13256,16965,24301,25256,28651,26489,25223,25406,998,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,백운배수지,2017900473,지방,4315rs01,67923.55596,134507204.9
43,충청북도,43150,제천시,43150380,송학면,4315038000,,54686.87371,4684,4237,1,2020,24791,21729,22785,21483,23783,24819,26130,28066,28443,29203,27425,27069,197,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,고암배수지,2015006695,지방,4315rs01,54686.87371,73081682.5
43,충청북도,43150,제천시,43150510,교동,4315051000,,11214.37766,19016,19016,1,2020,188040,192849,195338,185994,205387,196708,211131,211960,215432,219348,209040,204754,350,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,고암배수지,2015006695,지방,4315rs01,11214.37766,3744841.691
43,충청북도,43150,제천시,43150560,용두동,4315056000,,24865.0428,18382,17932,1,2020,221399,209911,211674,205001,216606,209341,228897,243414,251756,243434,225579,214487,409,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,고암배수지,2015006695,지방,4315rs01,24865.0428,15818175.97
43,충청북도,43150,제천시,43150590,청전동,4315059000,,8793.437794,15970,15970,1,2020,138959,133784,133237,124142,134763,136228,147609,146979,152602,153327,146276,148293,290,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,시청배수지,2017900477,지방,4315rs01,8793.437794,2775054.661
43,충청북도,43150,제천시,43150605,화산동,4315060500,,22789.86341,15452,15452,1,2020,18066,16930,17171,15829,16834,18870,20452,22186,22881,22557,17878,19502,41,하천,하천,평창강,1010170,장곡취수장,2015006838,고암정수장,2015006839,고암배수지,2015006695,지방,4315rs01,22789.86341,13019458.94
41,경기도,41210,광명시,41210540,광명3동,4121054000,,3528.442505,11003,11003,1,2020,185421,20031,185618,13017,171964,13469,186109,15081,191349,14127,190762,15972,299,댐(K-water),다목적댐,충주댐,1003110,팔당2취수장,1900000039,노온정수장,2017900011,노온배수지,2015006678,지방,4121rs01,3528.442505,319187.7247
41,경기도,41210,광명시,41210550,광명4동,4121055000,,3050.374228,15094,15094,1,2020,192213,43408,189587,42416,188473,44018,200044,46479,208051,44418,201746,41759,261,댐(K-water),다목적댐,충주댐,1003110,팔당2취수장,1900000039,노온정수장,2017900011,노온배수지,2015006678,지방,4121rs01,3050.374228,289063.9315
41,경기도,41210,광명시,41210560,광명5동,4121056000,,2942.163873,15336,15336,1,2020,169156,31873,169454,31255,167424,30667,177027,32573,186520,33716,182477,33618,222,댐(K-water),다목적댐,충주댐,1003110,팔당2취수장,1900000039,노온정수장,2017900011,노온배수지,2015006678,지방,4121rs01,2942.163873,394635.3641
41,경기도,41210,광명시,41210570,광명6동,4121057000,,11114.51727,11523,11523,1,2020,140752,53330,130974,53485,125259,52287,138123,58959,141848,56741,137439,55411,271,댐(K-water),다목적댐,충주댐,1003110,팔당2취수장,1900000039,노온정수장,2017900011,노온배수지,2015006678,지방,4121rs01,11114.51727,2436207.663
41,경기도,41210,광명시,41210580,광명7동,4121058000,,8999.940717,17676,17676,1,2020,195131,60582,192148,53705,187581,56652,204540,61614,214137,59976,202399,58956,239,댐(K-water),다목적댐,충주댐,1003110,팔당2취수장,1900000039,노온정수장,2017900011,노온배수지,2015006678,지방,4121rs01,8999.940717,2321135.415
41,경기도,41360,남양주시,41360510,호평동,4136051000,,16301.77836,52053,50270,1,2020,376977,405850,389485,377716,406394,407020,433198,424801,434808,427164,408724,411340,267,댐(K-water),다목적댐,소양강댐,1012110,금남취수장,2015006763,화도정수장,2015006765,호평배수지,2015006768,지방,4136rs02,16301.77836,9215918.12
41,경기도,41360,남양주시,41360520,평내동,4136052000,,13317.40467,35502,34302,1,2020,243253,256753,237905,239291,258109,262307,277811,276809,280866,280604,282631,277801,253,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,강북정수장,2015006519,평내배수지,2018901255,지방,1100rs08,13317.40467,7340374.427
41,경기도,41430,의왕시,41430550,내손2동,4143055000,,6076.039842,23465,23448,1,2020,138538,136904,131045,125868,127695,116606,115234,113210,106268,100670,94539,92802,163,댐(K-water),다목적댐,충주댐,1003110,팔당2취수장,1900000039,청계정수장,2017900089,내손배수지,2015006614,지방,4143rs01,6076.039842,1410767.164
41,경기도,41430,의왕시,41430560,청계동,4143056000,,25358.16642,37074,37048,1,2020,326958,345986,349907,362823,390431,406031,432641,430742,436691,428970,404947,414304,349,댐(K-water),다목적댐,소양강댐,1012110,팔당3취수장,1900000041,청계통합정수장,2017900088,청계배수지,2017900235,지방,4117rs04,25358.16642,23655990.5
